TradingDay,idx_000905_SH__index_code,idx_000905_SH__prev_close,idx_000905_SH__open_price,idx_000905_SH__high_price,idx_000905_SH__low_price,idx_000905_SH__close_price,idx_000905_SH__turnover_volume,idx_000905_SH__turnover_value,idx_000905_SH__negotiable_mv,idx_000905_SH__change_pct,idx_000905_SH__index_return,idx_000905_SH__net_buy_value,idx_000905_SH__buy_value_xl,idx_000905_SH__sell_value_xl,idx_000905_SH__buy_value_l,idx_000905_SH__sell_value_l,idx_000905_SH__buy_value_m,idx_000905_SH__sell_value_m,idx_000905_SH__buy_value_s,idx_000905_SH__sell_value_s,idx_000905_SH__free_float_mktval,idx_000922_SH__index_code,idx_000922_SH__prev_close,idx_000922_SH__open_price,idx_000922_SH__high_price,idx_000922_SH__low_price,idx_000922_SH__close_price,idx_000922_SH__turnover_volume,idx_000922_SH__turnover_value,idx_000922_SH__negotiable_mv,idx_000922_SH__change_pct,idx_000922_SH__index_return,idx_000922_SH__net_buy_value,idx_000922_SH__buy_value_xl,idx_000922_SH__sell_value_xl,idx_000922_SH__buy_value_l,idx_000922_SH__sell_value_l,idx_000922_SH__buy_value_m,idx_000922_SH__sell_value_m,idx_000922_SH__buy_value_s,idx_000922_SH__sell_value_s,idx_000922_SH__free_float_mktval,idx_000985__index_code,idx_000985__prev_close,idx_000985__open_price,idx_000985__high_price,idx_000985__low_price,idx_000985__close_price,idx_000985__turnover_volume,idx_000985__turnover_value,idx_000985__negotiable_mv,idx_000985__change_pct,idx_000985__index_return,idx_000985__net_buy_value,idx_000985__buy_value_xl,idx_000985__sell_value_xl,idx_000985__buy_value_l,idx_000985__sell_value_l,idx_000985__buy_value_m,idx_000985__sell_value_m,idx_000985__buy_value_s,idx_000985__sell_value_s,idx_000985__free_float_mktval,fund_512510__fund_code,fund_512510__prev_close,fund_512510__open_price,fund_512510__high_price,fund_512510__low_price,fund_512510__close_price,fund_512510__avg_price,fund_512510__change_of_price,fund_512510__change_pct,fund_512510__turnover_rate,fund_512510__turnover_volume,fund_512510__turnover_value,fund_512510__vibration_range,fund_512510__discount,fund_512510__discount_ratio,fund_512510__fund_return,fund_515180__fund_code,fund_515180__prev_close,fund_515180__open_price,fund_515180__high_price,fund_515180__low_price,fund_515180__close_price,fund_515180__avg_price,fund_515180__change_of_price,fund_515180__change_pct,fund_515180__turnover_rate,fund_515180__turnover_volume,fund_515180__turnover_value,fund_515180__vibration_range,fund_515180__discount,fund_515180__discount_ratio,fund_515180__fund_return
2021/1/12,000905.SH,6455.3987,6425.8148,6543.2286,6425.8148,6543.2286,16231123700,1.99E+11,5.80E+12,1.36056507,0.013605651,6256397105,38244763220,31051118959,31362553546,30926657038,26922051230,27770259324,6123095782,6648031353,5.12E+12,000922.SH,4562.9926,4551.1434,4600.7916,4548.3095,4600.2092,4394783214,50812286514,1.11E+11,0.81561824,0.008156182,792664851.8,13104356188,11974713121,7053508279,7009234142,4660869094,4938170482,983742131.1,1087693096,3.15E+12,985,5726.6583,5704.5966,5851.0088,5703.6767,5851.0088,67811232542,1.02E+12,3.69E+13,2.17143216,0.021714322,52743701855,2.57E+11,2.05E+11,1.36E+11,1.31E+11,1.13E+11,1.16E+11,31637458507,32884540307,3.29E+13,512510,1.544,1.544,1.566,1.543,1.564,1.5537,0.02,1.2953,1.6853,566.98,8809262,1.4896,0.0029,0.185079,0.012953,515180,1.096,1.096,1.104,1.092,1.104,1.0975,0.008,0.7299,1.1519,1402.56,15392968,1.0949,0.0005,0.045269,0.007299
2021/1/13,000905.SH,6543.2286,6550.0346,6553.6488,6457.881,6496.9131,18491342000,2.23E+11,5.76E+12,-0.70783863,-0.007078386,-2874576754,42449161737,40653792420,33106822338,35434706451,28126829903,30052146679,6361213826,6777959009,5.08E+12,000922.SH,4600.2092,4600.1332,4605.5773,4567.2031,4593.3933,5488024009,62113001980,1.10E+11,-0.148165,-0.00148165,2661683438,18203896558,15165778645,8319195728,8356459750,4887807419,5116112031,976443013.2,1087308854,3.17E+12,985,5851.0088,5860.2993,5874.6774,5772.6897,5812.2742,78614910393,1.16E+12,3.66E+13,-0.66201575,-0.006620158,-15128734890,2.80E+11,2.74E+11,1.43E+11,1.52E+11,1.18E+11,1.29E+11,33049661902,35151047752,3.27E+13,512510,1.564,1.572,1.572,1.549,1.555,1.5594,-0.009,-0.5754,1.2607,426.6697,6653455,1.4706,0.0012,0.077111,-0.005754,515180,1.104,1.103,1.105,1.095,1.103,1.1003,-0.001,-0.0906,0.9884,1187.7478,13068364,0.9058,-0.0001,-0.009067,-0.000906
2021/1/14,000905.SH,6496.9131,6471.7894,6516.2686,6402.6002,6439.8854,16302381600,1.99E+11,5.71E+12,-0.87776609,-0.008777661,-923295132.3,35612530723,36773218183,29680261333,30279765932,27022143043,26630424321,6589740592,6144562389,5.04E+12,000922.SH,4593.3933,4575.9491,4600.6956,4558.9402,4576.9088,5189499974,56013143237,1.10E+11,-0.35887412,-0.003588741,732109934.4,14931830792,14877871144,7675119599,7454880498,4731838245,4406910712,1033837959,900854306.8,3.16E+12,985,5812.2742,5788.2353,5803.2649,5721.6353,5735.211,70919751665,1.05E+12,3.61E+13,-1.32587,-0.0132587,-5665864848,2.41E+11,2.50E+11,1.33E+11,1.33E+11,1.17E+11,1.14E+11,33394689059,31543668000,3.23E+13,512510,1.555,1.555,1.559,1.534,1.545,1.549,-0.01,-0.6431,1.9053,644.798,9987856,1.6077,-0.0017,-0.110154,-0.006431,515180,1.103,1.103,1.104,1.094,1.098,1.0996,-0.005,-0.4533,0.7738,929.8676,10224443,0.9066,0.001,0.090992,-0.004533
2021/1/15,000905.SH,6439.8854,6427.1304,6447.8762,6339.4283,6417.5011,13824319900,1.67E+11,5.69E+12,-0.34758848,-0.003475885,-3711390773,25514994373,26918673195,24588751071,26194095840,24896872001,25892468849,6625088077,6331858411,5.03E+12,000922.SH,4576.9088,4582.5659,4614.6443,4571.7239,4603.7158,6212917675,68738224680,1.11E+11,0.58570099,0.00585701,995149796.8,22099847999,20076639990,7331399520,8043138690,4461294482,4836415842,974145244.8,915342928.5,3.20E+12,985,5735.211,5731.9143,5764.2447,5666.2853,5740.2818,65560728226,9.66E+11,3.62E+13,0.08841523,0.000884152,-4449997339,2.18E+11,2.19E+11,1.19E+11,1.23E+11,1.10E+11,1.11E+11,33041168265,32027416838,3.24E+13,512510,1.545,1.545,1.545,1.519,1.536,1.5349,-0.009,-0.5825,1.7199,582.0572,8934243,1.6828,0.0022,0.143024,-0.005825,515180,1.098,1.097,1.107,1.096,1.105,1.1029,0.007,0.6375,1.0267,1231.6449,13583447,1.0018,0.0005,0.045228,0.006375
2021/1/18,000905.SH,6417.5011,6414.8298,6529.4125,6392.0653,6514.4644,13683280700,1.70E+11,5.78E+12,1.51091988,0.015109199,7930588352,31996955314,23240356834,26003895912,25508633181,24831106704,25708263671,6079109286,6523225178,5.12E+12,000922.SH,4603.7158,4602.6011,4644.2139,4597.6846,4638.6807,4810939604,57479618739,1.11E+11,0.75949302,0.00759493,720944567.2,16231429610,14925843741,7382083206,7579085362,4549843152,4886941741,936925694.6,987466251.3,3.24E+12,985,5740.2818,5724.4291,5831.2332,5711.7042,5817.5207,63347741035,9.29E+11,3.67E+13,1.34555938,0.013455594,38757684313,2.14E+11,1.79E+11,1.25E+11,1.20E+11,1.13E+11,1.13E+11,32125573235,32463726250,3.28E+13,512510,1.536,1.544,1.565,1.533,1.562,1.5525,0.026,1.6927,1.8907,636.0787,9875180,2.0833,-0.0008,-0.051243,0.016927,515180,1.105,1.105,1.114,1.105,1.114,1.1102,0.009,0.8145,1.3628,1632.095,18119583,0.8145,0.0004,0.035894,0.008145
2021/1/19,000905.SH,6514.4644,6510.4785,6532.6474,6456.1154,6476.3736,14761671600,1.75E+11,5.75E+12,-0.58471115,-0.005847111,-5946549140,28726780397,29980787780,25350256744,27783485743,24175447744,26214828460,6046794684,6266726726,5.09E+12,000922.SH,4638.6807,4633.3442,4693.3323,4620.1213,4663.3179,5331453316,58931610973,1.12E+11,0.53112515,0.005311252,1738067805,17291550723,15403939107,7522707830,7683338600,4545473957,4593236227,975106888.7,916257660,3.24E+12,985,5817.5207,5820.6391,5829.3354,5736.2082,5755.5835,68523556026,9.70E+11,3.63E+13,-1.0646666,-0.010646666,-29305326883,2.03E+11,2.16E+11,1.24E+11,1.33E+11,1.12E+11,1.18E+11,32083750414,32487807390,3.25E+13,512510,1.562,1.574,1.574,1.548,1.55,1.5578,-0.012,-0.7682,1.9514,656.51,10227154,1.6645,0.0025,0.161031,-0.007682,515180,1.114,1.115,1.127,1.109,1.119,1.1182,0.005,0.4488,1.1213,1338.47,14966356,1.6158,0.0013,0.11604,0.004488
2021/1/20,000905.SH,6476.3736,6477.6683,6535.4751,6449.2835,6535.4185,12852543200,1.53E+11,5.80E+12,0.91169694,0.009116969,3273141256,26662921809,21821486916,23012316252,23566808617,22769065302,23676577097,5881721827,5988011304,5.14E+12,000922.SH,4663.3179,4656.4881,4669.5003,4633.8639,4656.5359,4206606292,47044642312,1.12E+11,-0.14543293,-0.001454329,-2297097179,11215618155,12505150429,6199079393,6715697797,4015728231,4481915493,943346796.4,968106035.5,3.21E+12,985,5755.5835,5758.2248,5812.7698,5744.1408,5804.3862,58293356663,8.50E+11,3.66E+13,0.84791924,0.008479192,18427573569,1.87E+11,1.63E+11,1.13E+11,1.13E+11,1.03E+11,1.08E+11,30262603179,31149062526,3.28E+13,512510,1.55,1.55,1.567,1.548,1.564,1.561,0.014,0.9032,2.2427,750.0099,11707993,1.2258,0.0031,0.197818,0.009032,515180,1.119,1.12,1.122,1.113,1.118,1.1164,-0.001,-0.0894,1.086,1300.67,14520406,0.8043,0.0008,0.071505,-0.000894
2021/1/21,000905.SH,6535.4185,6552.0345,6649.8633,6550.8802,6622.4959,15680958700,1.89E+11,5.88E+12,1.3323921,0.013323921,10187297345,39054029989,28665369908,28713492015,27940071375,25885277358,26757686178,6045222086,6147596641,5.21E+12,000922.SH,4656.5359,4655.0971,4693.9246,4643.4441,4676.9502,4180979275,48972322559,1.12E+11,0.438401,0.00438401,-219194410.3,12095359184,12030061286,6914068617,7039737544,4421849408,4568814268,945286874.6,957145395.5,3.23E+12,985,5804.3862,5815.8734,5912.1949,5815.2802,5884.7249,70305943386,1.01E+12,3.71E+13,1.38410328,0.013841033,43704271754,2.46E+11,2.02E+11,1.36E+11,1.32E+11,1.16E+11,1.19E+11,31852835835,32254063357,3.33E+13,512510,1.564,1.562,1.595,1.561,1.593,1.5844,0.029,1.8542,3.1551,1048.8421,16618335,2.1739,-0.0049,-0.308545,0.018542,515180,1.118,1.117,1.127,1.115,1.125,1.1223,0.007,0.6261,1.403,1676.092,18811076,1.0733,-0.0012,-0.106781,0.006261
2021/1/22,000905.SH,6622.4959,6619.8603,6643.6653,6573.8204,6637.8052,15806231000,2.03E+11,5.89E+12,0.23117115,0.002311712,-903974082.9,40811790321,36835626174,29181438054,30911658706,25209147922,27624835993,5776474803,6510704310,5.23E+12,000922.SH,4676.9502,4669.1208,4669.1208,4611.1962,4626.2076,4156407091,48872852767,1.11E+11,-1.08495062,-0.010849506,-5326901918,10263171231,13896304002,6348759773,7059743470,4306065449,5095281116,854978979.1,1048548761,3.18E+12,985,5884.7249,5879.5395,5891.1672,5830.0332,5885.3459,68662712363,1.04E+12,3.71E+13,0.01055274,0.000105527,-21263834218,2.31E+11,2.30E+11,1.33E+11,1.40E+11,1.13E+11,1.24E+11,30757956338,33763732867,3.33E+13,512510,1.593,1.593,1.593,1.575,1.591,1.5843,-0.002,-0.1255,3.0624,1005.7909,15934693,1.1299,0.0021,0.131818,-0.001255,515180,1.125,1.132,1.132,1.108,1.114,1.1141,-0.011,-0.9778,1.3502,1611.65,17956114,2.1333,-0.002,-0.179856,-0.009778
2021/1/25,000905.SH,6637.8052,6636.2196,6711.5711,6599.9742,6645.3137,16562310300,2.24E+11,5.90E+12,0.11311721,0.001131172,2280517655,47555316924,42539790631,32785096941,33532614270,26606675547,28189295655,5971542628,6376413830,5.24E+12,000922.SH,4626.2076,4611.3388,4611.3388,4553.1217,4559.4781,4125724775,50153810556,1.10E+11,-1.44242338,-0.014424234,-2302231455,11565426620,12597389411,6986051159,7453320306,4472569253,5102700673,901742528.1,1074610624,3.18E+12,985,5885.3459,5877.8532,5944.6673,5850.6649,5902.0349,69691150690,1.13E+12,3.72E+13,0.28356872,0.002835687,-4051845210,2.75E+11,2.58E+11,1.40E+11,1.46E+11,1.15E+11,1.26E+11,31670246757,34815515769,3.34E+13,512510,1.591,1.591,1.609,1.582,1.595,1.5945,0.004,0.2514,2.4606,798.2847,12729047,1.697,-0.0001,-0.00627,0.002514,515180,1.114,1.112,1.112,1.095,1.099,1.1002,-0.015,-1.3465,1.7348,2079.41,22878187,1.526,-0.0028,-0.255428,-0.013465
2021/1/26,000905.SH,6645.3137,6621.1481,6624.4493,6515.2584,6532.961,14337131100,1.92E+11,5.80E+12,-1.69070574,-0.016907057,-3497692395,34807177281,37586614513,27866337371,29145556729,25137199625,25145247652,6386634496,5817622273,5.15E+12,000922.SH,4559.4781,4549.5115,4566.711,4520.2528,4530.2734,3311177237,39770380953,1.09E+11,-0.64052726,-0.006405273,-700247005.4,8526925823,8883401522,5841649213,6052249425,4185075999,4362577198,981415947.7,937085843.4,3.16E+12,985,5902.0349,5876.8583,5877.6426,5782.778,5791.2593,59592447225,9.42E+11,3.65E+13,-1.8769052,-0.018769052,-32073581170,1.94E+11,2.16E+11,1.22E+11,1.27E+11,1.08E+11,1.12E+11,31469861722,31615669722,3.28E+13,512510,1.595,1.595,1.595,1.566,1.574,1.5738,-0.021,-1.3166,1.7113,558.6272,8791918,1.8182,-0.0057,-0.363451,-0.013166,515180,1.099,1.1,1.1,1.086,1.089,1.0916,-0.01,-0.9099,1.2232,1458.7942,15924043,1.2739,0.0002,0.018362,-0.009099
2021/1/27,000905.SH,6532.961,6527.6804,6564.2855,6481.1571,6557.1608,13976004900,1.75E+11,5.82E+12,0.37042621,0.003704262,4427044472,34521747670,29739345670,25675753626,25408201175,23486904208,23971380139,5917149122,6055583170,5.17E+12,000922.SH,4530.2734,4528.1541,4560.9884,4525.7563,4533.9075,3742369715,43440102595,1.09E+11,0.08021812,0.000802181,1557455955,11354324226,9768186781,6056930467,6020031266,4173750804,4192231644,913773785.6,960873636.6,3.18E+12,985,5791.2593,5784.9605,5814.159,5727.7294,5805.7559,56717575269,8.57E+11,3.66E+13,0.25031861,0.002503186,9562185183,1.88E+11,1.75E+11,1.13E+11,1.12E+11,1.02E+11,1.05E+11,30273770203,30892276644,3.29E+13,512510,1.574,1.57,1.575,1.556,1.571,1.5662,-0.003,-0.1906,1.9837,651.51,10203839,1.2071,0.0031,0.196938,-0.001906,515180,1.089,1.088,1.096,1.087,1.089,1.0924,0,0,0.9027,1074.7925,11740741,0.8264,0.0011,0.100908,0
